layer,shape,mean,std,spectral_norm,num_params
shared.0.weight,"[64, 4]",-0.12156100571155548,0.7780174612998962,11.486324310302734,256
actor.weight,"[2, 64]",-0.0025168268475681543,0.15112482011318207,1.6023387908935547,128
critic.weight,"[1, 64]",0.5762757658958435,1.2636610269546509,11.038789749145508,64
