layer,shape,mean,std,spectral_norm,num_params
shared.0.weight,"[64, 4]",-0.13342519104480743,0.8008409738540649,11.613555908203125,256
actor.weight,"[2, 64]",0.0023935027420520782,0.16119028627872467,1.7283865213394165,128
critic.weight,"[1, 64]",0.38927164673805237,1.4719089269638062,12.09084701538086,64
